Date,Close,Open,High,Low,Volume,Change
2017-04-24,48400.0,48900.0,49500.0,48000.0,1760000.0,-0.0102
2017-04-25,45150.0,48100.0,48400.0,45050.0,2530000.0,-0.06709999999999999
2017-04-26,44100.0,43100.0,44500.0,43100.0,1740000.0,-0.0233
2017-04-27,45900.0,44100.0,45900.0,44100.0,825430.0,0.0408
2017-04-28,46650.0,46100.0,47000.0,46100.0,781910.0,0.0163
2017-05-03,46750.0,46650.0,46800.0,46000.0,521490.0,0.0021
2017-05-04,47500.0,46750.0,47500.0,46700.0,2950000.0,0.016
2017-05-05,47100.0,47100.0,47500.0,47000.0,1270000.0,-0.0084
2017-05-08,47500.0,47000.0,47500.0,46600.0,1410000.0,0.0085
2017-05-09,46900.0,47500.0,47500.0,46900.0,864620.0,-0.0126
2017-05-10,47100.0,46900.0,47400.0,46900.0,2710000.0,0.0043
2017-05-11,48600.0,47100.0,49700.0,47100.0,3350000.0,0.0318
2017-05-12,48600.0,48600.0,48900.0,48400.0,1270000.0,0.0
2017-05-15,48700.0,48250.0,49200.0,48000.0,2430000.0,0.0021
2017-05-16,51100.0,49100.0,52000.0,48700.0,3630000.0,0.0493
2017-05-17,51000.0,51000.0,52000.0,50500.0,1640000.0,-0.002
2017-05-18,53000.0,50800.0,53000.0,50800.0,3080000.0,0.0392
2017-05-19,56700.0,53800.0,56700.0,53300.0,4370000.0,0.0698
2017-05-22,60600.0,59800.0,60600.0,59000.0,3060000.0,0.0688
2017-05-23,60600.0,61000.0,64500.0,60600.0,2840000.0,0.0
2017-05-24,59000.0,60600.0,60700.0,57500.0,1790000.0,-0.0264
2017-05-25,59000.0,59000.0,60100.0,58600.0,684100.0,0.0
2017-05-26,58100.0,58200.0,58900.0,57600.0,1240000.0,-0.015300000000000001
2017-05-29,60100.0,58000.0,60500.0,58000.0,967250.0,0.0344
2017-05-30,61000.0,60100.0,62100.0,60100.0,1070000.0,0.015
2017-05-31,61200.0,61500.0,61700.0,60400.0,714650.0,0.0033
2017-06-01,61200.0,61200.0,61800.0,61200.0,522880.0,0.0
2017-06-02,59700.0,60700.0,61200.0,59700.0,1240000.0,-0.0245
2017-06-05,61100.0,59700.0,61800.0,59200.0,665100.0,0.0235
2017-06-06,61500.0,61100.0,61500.0,60800.0,554760.0,0.006500000000000001
2017-06-07,61100.0,61400.0,61800.0,61000.0,626820.0,-0.006500000000000001
2017-06-08,61100.0,61100.0,61300.0,60800.0,325680.0,0.0
2017-06-09,62600.0,61000.0,63400.0,61000.0,1100000.0,0.0245
2017-06-12,63000.0,62600.0,64500.0,62300.0,830860.0,0.0064
2017-06-13,63000.0,63200.0,63700.0,62700.0,422580.0,0.0
2017-06-14,63000.0,62800.0,63000.0,61900.0,848170.0,0.0
2017-06-15,62800.0,62500.0,63300.0,62100.0,546160.0,-0.0032
2017-06-16,62400.0,62400.0,63000.0,62300.0,369590.0,-0.0064
2017-06-19,63800.0,62300.0,63800.0,62300.0,797760.0,0.022400000000000003
2017-06-20,65400.0,64000.0,65400.0,63900.0,1510000.0,0.025099999999999997
2017-06-21,66900.0,65500.0,67000.0,64400.0,980190.0,0.0229
2017-06-22,69500.0,67600.0,69800.0,67500.0,1120000.0,0.038900000000000004
2017-06-23,71400.0,69700.0,72000.0,69600.0,1830000.0,0.0273
2017-06-26,71800.0,72000.0,73300.0,71200.0,1140000.0,0.005600000000000001
2017-06-27,68800.0,71300.0,71600.0,68800.0,1550000.0,-0.0418
2017-06-28,68600.0,68400.0,69700.0,67300.0,1210000.0,-0.0029
2017-06-29,69500.0,68800.0,70200.0,67900.0,980940.0,0.0131
2017-06-30,69000.0,69900.0,70100.0,69000.0,846590.0,-0.0072
2017-07-03,68900.0,69000.0,69600.0,68500.0,1240000.0,-0.0014000000000000002
2017-07-04,67700.0,68500.0,68600.0,67200.0,983220.0,-0.0174
2017-07-05,68800.0,67600.0,69400.0,67300.0,493040.0,0.016200000000000003
2017-07-06,71000.0,68500.0,71200.0,68000.0,1700000.0,0.032
2017-07-07,69500.0,70700.0,71000.0,69400.0,1350000.0,-0.021099999999999997
2017-07-10,68800.0,68500.0,69400.0,68200.0,1150000.0,-0.0101
2017-07-11,68800.0,68800.0,68800.0,68000.0,669300.0,0.0
2017-07-12,68800.0,69800.0,69800.0,68800.0,905250.0,0.0
2017-07-13,70200.0,69000.0,70200.0,69000.0,1070000.0,0.0203
2017-07-14,70000.0,70800.0,71000.0,70000.0,766980.0,-0.0028000000000000004
2017-07-17,68700.0,70000.0,70400.0,68600.0,613290.0,-0.018600000000000002
2017-07-18,68900.0,68300.0,69200.0,68200.0,796070.0,0.0029
2017-07-19,69300.0,68800.0,69900.0,68800.0,998340.0,0.0058
2017-07-20,65500.0,66700.0,66900.0,65300.0,583230.0,-0.0548
2017-07-21,65500.0,65500.0,66000.0,65300.0,615940.0,0.0
2017-07-24,63000.0,64500.0,65500.0,63000.0,1060000.0,-0.0382
2017-07-25,64900.0,62000.0,65000.0,61000.0,1550000.0,0.0302
2017-07-26,64600.0,65200.0,65200.0,64300.0,328670.0,-0.0046
2017-07-27,62800.0,64100.0,64100.0,62800.0,883020.0,-0.0279
2017-07-28,64200.0,62700.0,64200.0,62100.0,505210.0,0.0223
2017-07-31,62800.0,64000.0,64000.0,62800.0,291180.0,-0.0218
2017-08-01,63000.0,62200.0,63700.0,62200.0,420960.0,0.0032
2017-08-02,63200.0,62800.0,63500.0,62100.0,347480.0,0.0032
2017-08-03,63000.0,63000.0,63200.0,62700.0,331860.0,-0.0032
2017-08-04,63600.0,62800.0,63900.0,62700.0,515090.00000000006,0.0095
2017-08-07,66800.0,63600.0,66800.0,63500.0,1650000.0,0.050300000000000004
2017-08-08,67500.0,66800.0,69000.0,66800.0,1350000.0,0.0105
2017-08-09,65800.0,67500.0,68000.0,65500.0,699190.0,-0.0252
2017-08-10,65200.0,65000.0,66000.0,64800.0,283290.0,-0.0091
2017-08-11,64500.0,65000.0,65900.0,64200.0,186140.0,-0.010700000000000001
2017-08-14,66000.0,64500.0,66200.0,64200.0,264910.0,0.0233
2017-08-15,66300.0,66300.0,66300.0,65500.0,269720.0,0.0045000000000000005
2017-08-16,66100.0,66300.0,66700.0,65500.0,578890.0,-0.003
